Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,O,O,O,O,O,O,O,O,O
# O,O,O,P,O,O,D,O,#,O
# O,O,D,→,→,→,→,→,↓,O
# O,O,→,↑,P,O,O,P,↓,O
# S,→,↑,D,O,O,#,↓,←,O
# O,O,P,↓,←,←,O,↓,O,O
# O,↓,←,←,D,↑,←,←,P,O
# O,↓,D,#,O,P,#,D,#,O
# O,→,→,→,→,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

22,10,1,0,0,0,15.5,3.885,0.5946502
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,→,→,↓,D,O,O,O
# O,→,→,↑,D,→,↓,P,→,E
# O,↑,P,↓,←,D,→,→,↑,O
# O,↑,←,←,↑,←,P,#,#,O
# O,#,D,O,O,↑,←,←,#,O
# O,→,→,↓,D,O,P,↑,O,O
# S,↑,D,→,→,→,→,↑,O,O
# O,P,O,P,O,O,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

23,10,1,0,0,0,19.5,3.844,0.614379
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,↓,D,#,P,O,P,O
# O,↑,D,→,↓,P,→,→,↓,O
# O,↑,←,P,→,→,↑,D,↓,O
# O,#,↑,←,O,O,↓,←,←,O
# O,O,P,↑,O,O,→,↓,P,O
# S,→,→,↑,D,O,D,↓,O,O
# O,#,O,O,#,D,↓,←,→,E
# O,O,O,O,#,O,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

24,10,1,0,0,0,19,3.936,0.5909091
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,O,P,O,→,→,↓,O
# O,D,→,→,→,→,↑,P,↓,O
# O,→,↑,D,O,#,D,↓,←,O
# O,↑,←,O,O,#,↓,←,D,O
# O,P,↑,#,O,D,↓,D,→,E
# O,→,↑,O,↓,←,←,→,↑,O
# S,↑,#,O,→,↓,P,↑,O,O
# O,O,O,O,P,→,→,↑,#,O
# O,O,O,O,O,O,O,O,O,O

25,10,1,0,0,0,16.5,3.941,0.5925926
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,O,#,D,→,→,↓,O,O
# O,→,→,→,→,↑,#,↓,O,O
# O,↑,O,O,O,P,↓,←,D,O
# O,↑,←,←,←,#,↓,P,O,O
# O,O,P,→,↑,D,↓,O,O,O
# O,O,→,↑,D,O,→,↓,#,O
# S,→,↑,P,O,O,P,→,↓,O
# O,P,O,O,O,#,O,D,→,E
# O,O,O,O,O,O,O,O,O,O

26,10,1,0,0,0,25,3.74,0.6025641
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,O,D,→,→,→,→,↓,O
# O,→,→,→,↑,P,O,O,↓,O
# O,↑,O,O,↓,←,O,P,→,E
# O,↑,O,#,↓,↑,←,←,D,O
# O,↑,←,←,←,D,#,↑,←,O
# O,P,#,#,D,O,O,D,↑,O
# S,→,↓,D,→,→,→,→,↑,O
# O,P,→,→,↑,O,O,P,#,O
# O,O,O,O,O,O,O,O,O,O

27,10,1,0,0,0,25,3.742,0.5855379
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,D,→,→,→,→,↓,D,O
# O,O,→,↑,P,#,O,→,↓,O
# O,→,↑,P,O,O,#,D,↓,O
# O,↑,D,↓,←,←,←,←,↓,O
# O,↑,←,←,P,O,P,↑,↓,O
# O,#,#,P,→,↓,→,↑,→,E
# O,→,→,↓,↑,→,↑,P,O,O
# S,↑,D,→,↑,D,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

28,10,1,0,0,0,15,3.752,0.6514161
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,O,→,→,→,↓,O
# O,O,P,#,→,↑,D,O,→,E
# O,O,→,→,↑,P,#,#,O,O
# O,P,↑,←,←,←,D,O,O,O
# O,→,→,↓,P,↑,←,←,←,O
# S,↑,D,→,↓,D,#,D,↑,O
# O,O,#,P,→,→,→,→,↑,O
# O,O,O,O,O,D,O,P,O,O
# O,O,O,O,O,O,O,O,O,O

29,10,1,0,0,0,24,3.931,0.603395
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,↓,D,O,O,D,O
# O,→,↑,P,→,→,→,→,↓,O
# O,↑,D,#,O,#,O,P,↓,O
# O,↑,←,←,←,P,O,↓,←,O
# O,O,#,D,↑,←,O,↓,P,O
# O,O,→,→,↓,↑,#,↓,O,O
# O,→,↑,P,→,↑,O,→,↓,O
# S,↑,P,O,D,O,#,D,→,E
# O,O,O,O,O,O,O,O,O,O

30,10,1,0,0,0,19.5,3.829,0.5925926
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,→,↓,#,D,O,O
# O,P,O,O,D,→,→,↓,O,O
# O,#,O,#,O,P,O,↓,D,O
# O,↓,←,←,D,O,O,→,↓,O
# O,↓,P,↑,←,#,O,P,↓,O
# O,→,↓,P,↑,←,P,↓,←,O
# O,O,→,↓,D,↑,←,←,#,O
# O,O,D,→,→,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

31,10,1,0,0,0,16.5,3.771,0.5997401
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,↓,P,O,P,O,#,O
# O,O,D,→,→,→,↓,O,→,E
# O,O,O,#,↓,←,←,O,↑,O
# O,#,D,↓,←,P,O,O,↑,O
# O,P,↓,←,D,O,P,O,↑,O
# O,↓,←,D,#,O,→,→,↑,O
# O,↓,P,O,→,→,↑,O,D,O
# O,→,→,→,↑,D,O,#,O,O
# O,O,O,O,O,O,O,O,O,O

32,10,1,0,0,0,21,3.785,0.5946502
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,P,O,P,#,#,O
# O,O,→,→,↓,D,→,→,↓,O
# O,#,↑,P,→,→,↑,P,↓,O
# O,O,↑,←,D,#,D,↓,←,O
# O,O,O,↑,O,D,↓,←,O,O
# S,↓,P,↑,←,O,↓,P,→,E
# O,→,↓,D,↑,O,→,→,↑,O
# O,O,→,→,↑,O,O,#,D,O
# O,O,O,O,O,O,O,O,O,O

33,10,1,0,0,0,24,3.833,0.5958605
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,→,→,→,→,→,→,E
# O,D,→,↑,D,O,P,O,O,O
# O,O,↑,P,↓,←,←,#,O,O
# O,O,↑,←,←,O,↑,D,O,O
# O,P,#,O,D,O,↑,←,←,O
# O,→,↓,D,O,P,#,P,↑,O
# O,↑,→,→,→,↓,D,→,↑,O
# S,↑,O,#,O,→,→,↑,#,O
# O,O,O,O,O,O,O,O,O,O

34,10,1,0,0,0,19,3.787,0.6020334
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,O,→,→,→,→,→,↓,O
# O,→,→,↑,P,O,#,D,→,E
# O,↑,O,D,↓,←,←,←,#,O
# O,↑,←,←,←,O,D,↑,O,O
# O,P,O,P,O,O,→,↑,P,O
# S,↓,#,#,O,O,↑,O,O,O
# O,→,↓,P,#,D,↑,←,O,O
# O,D,→,→,→,→,→,↑,P,O
# O,O,O,O,O,O,O,O,O,O

35,10,1,0,0,0,24,3.86,0.603395
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,D,#,O,→,→,↓,O
# O,O,P,→,→,→,↑,P,↓,O
# O,O,→,↑,P,O,D,↓,←,O
# O,#,↑,D,O,#,↓,←,D,O
# O,D,↑,#,O,O,↓,O,→,E
# O,→,↑,↓,←,←,←,P,↑,O
# S,↑,O,↓,D,O,P,→,↑,O
# O,P,#,→,→,→,→,↑,O,O
# O,O,O,O,O,O,O,O,O,O

36,10,1,0,0,0,15.5,3.958,0.6020334
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,D,O,→,→,↓,D,O,O
# O,→,→,→,↑,P,→,↓,P,O
# O,P,O,O,D,↓,←,←,O,O
# O,O,D,#,#,→,↓,P,O,O
# O,↓,←,←,O,D,↓,#,O,O
# O,↓,D,↑,←,←,←,#,→,E
# O,→,↓,P,#,P,O,O,↑,O
# O,O,→,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

37,10,1,0,0,0,19,3.851,0.5925926
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,→,→,↓,D,O,#,O
# O,P,→,↑,D,→,→,→,↓,O
# O,→,↑,P,O,O,#,P,↓,O
# S,↑,P,O,#,O,D,↓,←,O
# O,D,#,O,↓,←,←,←,P,O
# O,↓,←,←,←,O,D,O,→,E
# O,↓,D,O,P,O,O,O,↑,O
# O,→,→,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

38,10,1,0,0,0,17.5,3.806,0.5898635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,→,→,↓,D,O,#,O
# O,O,→,↑,D,→,↓,P,O,O
# O,→,↑,P,O,P,↓,#,→,E
# S,↑,D,↓,←,←,←,O,↑,O
# O,D,↓,←,P,O,D,O,↑,O
# O,↓,←,O,O,#,#,O,↑,O
# O,→,→,→,→,→,→,→,↑,O
# O,P,O,O,O,O,D,O,#,O
# O,O,O,O,O,O,O,O,O,O

39,10,1,0,0,0,18,3.833,0.5978836
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,O,D,#,P,O,O,O
# O,→,→,→,→,→,↓,D,O,O
# S,↑,P,#,O,↓,←,O,→,E
# O,O,#,O,O,↓,O,→,↑,O
# O,P,O,P,↓,←,D,↑,D,O
# O,↓,←,←,←,P,O,↑,←,O
# O,→,↓,D,O,#,O,P,↑,O
# O,D,→,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

40,10,1,0,0,0,16,3.92,0.6514161
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,P,→,→,↓,D,O
# O,O,O,O,→,↑,P,→,→,E
# O,D,O,O,↑,O,↓,←,←,O
# S,↓,P,#,↑,←,←,D,↑,O
# O,→,↓,P,O,O,P,O,↑,O
# O,O,→,↓,D,#,→,→,↑,O
# O,O,D,→,↓,P,↑,D,O,O
# O,O,#,O,→,→,↑,O,O,O
# O,O,O,O,O,O,O,O,O,O

41,10,1,0,0,0,16,3.897,0.6190476
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,→,→,→,↓,D,O,O
# O,↑,P,O,O,O,→,→,↓,O
# O,↑,←,D,O,P,O,#,→,E
# O,O,↑,←,←,←,O,#,O,O
# O,D,O,D,O,↑,←,←,←,O
# O,→,→,↓,P,O,#,D,↑,O
# S,↑,P,→,↓,P,→,→,↑,O
# O,#,#,D,→,→,↑,P,O,O
# O,O,O,O,O,O,O,O,O,O

42,10,1,0,0,0,32.5,3.98,0.5987654
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,→,→,→,→,↓,D,O
# O,↑,P,#,P,O,O,→,↓,O
# O,↑,←,D,#,O,O,D,↓,O
# O,P,↑,O,↓,←,D,↓,←,O
# O,→,↑,#,↓,↑,←,←,P,O
# O,↑,D,↓,←,P,#,D,O,O
# S,↑,#,↓,P,O,O,→,↓,O
# O,O,O,→,→,→,→,↑,→,E
# O,O,O,O,O,O,O,O,O,O

43,10,1,0,0,0,17,4.03,0.5888889
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,→,→,→,↓,P,O
# O,O,D,→,↑,P,↓,←,#,O
# O,→,→,↑,D,#,↓,#,→,E
# O,↑,P,#,O,O,↓,O,↑,O
# O,↑,←,←,D,↓,←,P,↑,O
# O,#,P,↑,←,↓,D,O,↑,O
# S,→,↓,D,↑,→,→,→,↑,O
# O,P,→,→,↑,O,O,O,D,O
