Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# S,→,↑,P,O,O,D,O,O,O
# O,O,O,O,O,O,O,O,O,O

34,7,1,2,0,0,43,0.491,0.7313797
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,→,→,→,↓,P,O,O,O
# O,→,↑,D,#,↓,→,→,↓,O
# O,↑,←,←,←,↓,↑,#,↓,O
# O,P,#,P,↑,↓,↑,#,↓,O
# O,→,→,↓,↑,→,↑,O,↓,O
# S,↑,#,→,↑,D,O,↓,←,O
# O,#,O,D,O,O,#,↓,D,O
# O,#,O,#,O,O,#,→,→,E
# O,O,O,O,O,O,O,O,O,O

35,6,1,2,0,0,53,0.514,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,#,O,#,#,#,O
# O,O,D,→,→,→,→,→,↓,O
# O,→,→,↑,P,#,O,O,↓,O
# O,↑,↓,←,←,←,←,O,↓,O
# O,↑,←,O,O,D,↑,←,↓,O
# O,#,D,O,P,→,↓,↑,↓,O
# O,O,#,O,→,↑,→,↑,↓,O
# S,→,→,→,↑,O,P,#,→,E
# O,O,O,O,O,O,O,O,O,O

36,6,1,4,0,0,39,0.529,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,#,O,#,O,D,→,E
# O,O,→,→,→,→,→,→,↑,O
# O,O,↑,←,D,#,O,#,#,O
# O,#,P,↑,←,O,O,O,O,O
# O,#,→,→,↑,O,O,D,#,O
# O,O,↑,←,←,←,←,←,#,O
# O,→,→,↓,P,#,→,↑,#,O
# S,↑,D,→,→,→,↑,P,#,O
# O,O,O,O,O,O,O,O,O,O

37,5,1,4,0,0,55,0.208,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,P,O,O,O,O,D,O,O
# O,→,→,→,→,→,→,→,↓,O
# O,#,#,#,D,O,#,P,↓,O
# O,↓,←,←,←,←,D,↓,←,O
# O,→,→,→,↓,↑,←,←,#,O
# O,P,#,O,↓,P,#,#,#,O
# O,O,O,O,→,→,→,→,↓,O
# O,O,#,#,#,D,O,O,→,E
# O,O,O,O,O,O,O,O,O,O

38,4,1,66,0,0,111,0.208,0.8888889
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,→,→,→,↓,D,O,O
# O,#,O,↑,P,O,→,→,↓,O
# O,#,#,↑,←,←,←,#,↓,O
# O,O,O,P,#,P,↑,#,↓,O
# S,→,→,→,↓,→,↑,D,↓,O
# O,#,#,O,→,↑,#,O,↓,O
# O,#,O,#,D,O,#,#,↓,O
# O,O,O,O,O,O,O,O,→,E
# O,O,O,O,O,O,O,O,O,O

39,5,1,1,0,0,28,0.225,0.7547846
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,O,P,O,O,O,#,O
# O,O,O,O,→,↓,O,O,#,O
# S,→,→,↓,↑,↓,O,P,O,O
# O,P,O,↓,↑,→,→,↓,O,O
# O,#,#,→,↑,D,↓,←,→,E
# O,O,O,D,#,#,↓,#,↑,O
# O,O,O,#,#,O,→,→,↑,O
# O,#,O,#,#,O,D,#,O,O
# O,O,O,O,O,O,O,O,O,O

40,5,1,4,0,0,33,0.207,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,#,#,#,#,→,E
# O,#,O,#,#,O,D,O,↑,O
# O,O,#,O,O,→,→,→,↑,O
# O,→,→,↓,P,↑,←,←,←,O
# O,↑,D,→,→,→,→,↓,↑,O
# O,↑,←,P,O,#,#,→,↑,O
# O,P,↑,O,O,#,O,D,#,O
# S,→,↑,O,O,O,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

41,5,1,2,0,0,35,0.225,0.7547846
# Map Data Below
