Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,O,O,O,O,O,O,O,O,O

48,2,1,0,0,0,38,0.134,0.715368
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,#,O,O,O,#,→,E
# O,O,#,O,O,O,O,#,↑,O
# O,O,O,O,#,O,O,O,↑,O
# O,#,O,O,O,O,#,#,↑,O
# O,O,#,O,P,#,O,O,↑,O
# S,→,→,→,→,→,→,→,↑,O
# O,#,#,O,O,O,O,D,#,O
# O,O,#,#,#,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

49,1,1,11,0,0,66,0.108,1
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,O,O,O,O,#,O
# O,O,O,O,D,O,#,#,O,O
# S,→,→,→,→,→,→,→,↓,O
# O,#,O,P,O,O,O,O,↓,O
# O,#,O,O,#,O,O,#,↓,O
# O,#,O,O,O,O,#,#,↓,O
# O,O,O,O,#,#,#,#,↓,O
# O,#,#,O,O,O,O,O,→,E
# O,O,O,O,O,O,O,O,O,O

50,2,1,0,0,0,20,0.137,0.6997436
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,#,#,#,O,#,O
# O,#,O,O,O,O,O,#,#,O
# O,O,O,O,O,O,#,O,#,O
# O,#,O,O,O,#,#,#,#,O
# O,O,O,O,P,#,#,#,O,O
# S,→,→,→,→,→,→,→,→,E
# O,O,O,#,O,O,O,D,#,O
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

51,2,1,0,0,0,30,0.148,0.715368
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,#,O,#,O,O,O,O
# O,#,→,→,→,→,→,→,↓,O
# O,O,↑,D,#,P,O,O,→,E
# O,#,↑,#,#,O,O,O,D,O
# O,O,↑,#,O,O,O,#,O,O
# S,→,↑,O,#,#,O,O,#,O
# O,O,#,O,O,#,O,O,O,O
# O,O,O,O,#,#,O,#,#,O
# O,O,O,O,O,O,O,O,O,O

52,2,1,0,0,0,30,0.131,0.715368
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,→,↓,#,#,O,O
# O,#,O,O,O,↓,O,O,O,O
# O,#,O,#,O,↓,O,O,#,O
# O,O,O,O,O,↓,O,O,O,O
# O,O,O,O,O,↓,O,#,O,O
# O,#,O,O,#,→,→,→,→,E
# O,#,#,#,O,P,#,O,D,O
# O,O,#,O,#,#,O,#,#,O
# O,O,O,O,O,O,O,O,O,O

53,2,1,0,0,0,30,0.132,0.715368
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,→,→,↓,O,#,O
# O,O,O,O,O,O,↓,O,O,O
# O,O,#,#,#,O,↓,O,O,O
# O,O,#,#,O,#,↓,O,O,O
# O,O,#,O,#,#,↓,D,O,O
# O,#,#,#,O,O,→,→,→,E
# O,#,O,O,O,#,O,P,#,O
# O,O,O,O,#,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

54,2,1,0,0,0,30,0.123,0.715368
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,O,O,O,#,O,O
# O,#,O,#,O,O,O,#,→,E
# O,O,#,O,#,#,O,#,↑,O
# O,O,#,#,O,O,O,O,↑,O
# O,O,O,#,#,O,O,O,↑,O
# O,P,O,#,D,O,#,#,↑,O
# S,→,→,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,#,O,O
# O,O,O,O,O,O,O,O,O,O

55,2,1,0,0,0,30,0.132,0.6964285
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,O,O,D,#,O,O
# S,→,→,→,→,→,→,→,↓,O
# O,#,#,O,#,O,P,#,↓,O
# O,O,O,O,O,O,O,O,↓,O
# O,#,O,#,#,#,#,O,↓,O
# O,O,#,#,O,#,O,O,↓,O
# O,O,#,O,O,O,#,O,→,E
# O,O,O,#,#,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

56,2,1,0,0,0,34,0.124,0.6997436
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,O,O,#,O,#,O
# O,O,#,O,O,O,O,D,#,O
# O,O,#,O,O,O,O,→,↓,O
# O,O,O,O,O,#,#,↑,→,E
# O,#,O,#,#,O,#,↑,O,O
