Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,O,O,O,O,O,O,O,O,O

55,1,1,9,0,0,54,0.11,1
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,O,O,#,#,#,O
# O,#,#,O,O,O,O,#,#,O
# O,#,O,D,O,O,#,D,#,O
# O,#,#,→,→,→,→,→,→,E
# O,O,O,↑,P,O,O,#,O,O
# O,O,#,↑,←,O,O,#,O,O
# S,→,→,→,↑,P,#,O,O,O
# O,O,O,O,#,O,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

56,2,1,0,0,0,24,0.131,0.715368
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,O,O,O,O,#,O
# O,#,#,#,#,O,O,O,#,O
# O,O,P,O,O,O,O,#,#,O
# S,→,→,→,→,→,→,→,→,E
# O,O,O,O,#,O,#,#,D,O
