Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,→,↑,D,O,P,↓,←,←,O
# O,↑,D,↓,←,←,↓,O,D,O
# O,↑,↓,←,D,↑,↓,O,O,O
# O,↑,←,→,→,↑,↓,O,#,O
# O,#,P,↑,D,#,↓,D,O,O
# O,P,#,↑,←,P,→,→,↓,O
# S,→,→,→,↑,#,O,P,→,E
# O,O,O,O,O,O,O,O,O,O

21,10,1,2,0,0,22,3.92,0.5972222
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,P,→,→,↓,D,O,→,E
# O,→,→,↑,P,→,↓,D,↑,O
# O,O,#,#,O,D,↓,→,↑,O
# O,O,O,O,D,↓,←,↑,P,O
# O,P,↓,←,←,←,O,↑,←,O
# O,↓,←,O,#,P,O,→,↑,O
# O,→,→,→,→,→,→,↑,D,O
# O,D,O,P,O,#,O,#,O,O
# O,O,O,O,O,O,O,O,O,O

22,10,1,0,0,0,22.5,4.5,0.6481481
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,→,→,↓,P,O,O
# O,O,↑,P,O,P,→,→,↓,O
# O,D,↑,←,#,O,O,D,↓,O
# O,#,#,↑,D,↓,←,←,←,O
# O,O,P,↑,←,→,↓,P,#,O
# S,→,↓,D,↑,←,→,→,↓,O
# O,#,→,↓,D,↑,O,O,→,E
# O,O,P,→,→,↑,O,O,D,O
# O,O,O,O,O,O,O,O,O,O

23,10,1,0,0,0,15.5,4.19,0.6560847
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,→,→,→,↓,#,O,O
# O,D,→,↑,P,O,→,↓,#,O
# O,→,↑,D,#,O,D,↓,O,O
# O,↑,←,←,P,O,↓,←,O,O
# O,O,P,↑,#,↓,←,D,→,E
# S,→,↓,↑,O,↓,P,→,↑,O
# O,O,→,↑,P,→,→,↑,D,O
# O,#,D,O,O,O,P,O,O,O
# O,O,O,O,O,O,O,O,O,O

24,10,1,2,0,0,22.5,4.347,0.5884774
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,D,O,→,→,→,↓,O
# O,O,#,→,→,↑,D,O,→,E
# O,O,→,↑,O,↓,←,O,D,O
# O,→,↑,D,↓,←,↑,←,←,O
# O,↑,P,↓,←,P,O,P,↑,O
# O,↑,←,←,D,O,#,→,↑,O
# S,→,→,→,↓,O,→,↑,P,O
# O,P,#,P,→,→,↑,D,#,O
# O,O,O,O,O,O,O,O,O,O

25,10,1,1,0,0,18,3.897,0.6157407
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,P,→,→,↓,D,#,O
# S,→,↓,→,↑,P,→,↓,O,O
# O,P,↓,↑,←,←,↓,←,O,O
# O,↓,←,O,D,↑,↓,P,→,E
# O,→,↓,O,O,↑,↓,O,↑,O
# O,D,↓,D,→,↑,↓,O,↑,O
# O,O,→,→,↑,D,→,→,↑,O
# O,O,P,O,P,O,D,#,#,O
# O,O,O,O,O,O,O,O,O,O

26,10,1,1,0,0,22.5,4.035,0.5935185
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,↓,P,O,O,#,O
# O,→,↑,P,→,↓,D,O,O,O
# O,↑,←,←,#,→,→,↓,P,O
# O,D,O,↑,O,#,O,→,↓,O
# O,O,O,↑,←,#,P,↓,←,O
# O,D,#,D,↑,↓,←,←,D,O
# S,↓,P,→,↑,↓,D,O,O,O
# O,→,→,↑,P,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

27,10,1,1,0,0,23.5,4.201,0.5972222
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,↓,P,#,#,D,O
# O,O,↑,D,→,→,→,→,↓,O
# O,P,↑,←,D,↓,←,←,←,O
# O,O,O,↑,O,↓,P,#,D,O
# O,O,O,↑,#,→,→,→,↓,O
# O,O,P,↑,←,#,P,↓,←,O
# S,→,↓,D,↑,O,O,→,↓,O
# O,P,→,→,↑,O,O,D,→,E
# O,O,O,O,O,O,O,O,O,O

28,10,1,1,0,0,20.5,4.039,0.5847495
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,#,#,P,→,→,↓,D,O
# O,→,→,→,→,↑,P,→,↓,O
# O,↑,P,#,O,P,O,D,↓,O
# O,↑,←,O,O,↓,←,←,←,O
# O,O,↑,←,#,→,↓,O,→,E
# O,O,D,↑,←,D,↓,D,↑,O
# O,#,O,P,↑,O,→,→,↑,O
# S,→,→,→,↑,O,P,O,O,O
# O,O,O,O,O,O,O,O,O,O

29,10,1,1,0,0,19,4.008,0.5832792
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,↓,P,O,D,#,D,O
